Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,26.947801491386,25.9767441860465,27.0733115258803,26.8064076346285,25.5697691515954,24.5758354755784,22.9528819762123,22.5496994914471,22.367321353949,20.6623714253419,19.9602122015915,20.0352009386917,19.7153314355429,20.638377769433,20.8841989102697,22.3857302118172,21.6385240775485,22.8937728937729,22.0726535128158,24.4537913307629,23.4728033472803,22.2243760600921,26.0092907427805,24.2508184336439,25.1881544502618,25.8072222001035,26.0749117680543,26.5085153577202,29.9447143575138,29.1581240389544,29.6165011459129,29.9227292608252,30.0296686072548,30.7634478289047,31.2271040344786,30.5909333808336,30.2175362560427,32.3220919969622,32.1411568674125,32.8658842411476,33.6734693877551,34.7006911632629,34.9891645493947,34.3451599561222,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,40.8341416100873,44.5604873803307,40.5084745762712,36.3494539781591,33.9343206696716,34.4398340248963,33.4159643034209,34.9625715543813,35.5580693815988,31.4525352649638,24.8712871287129,19.918998527246,30.0828553218611,31.7643576080521,32.7976817702845,37.0082449941107,34.5681818181818,35.5303183938349,34.6803820720059,31.7999618247757,32.8568134655292,44.6754029221268,52.9826958105647,56.578947368421,56.4431364305234,54.2581571926944,61.5815745687013,47.9161404395049,30.9903103957957,35.3717366628831,39.4218788935958,38.0375449340967,46.3274399885008,42.3552017567939,37.6213260423787,36.4994199535963,28.2605216834694,39.5413097540757,53.4972261503318,55.4922229736257,50.9743774810538,50.2098677437238,54.7162831989347,65.042898674041,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Ireland,IRL,32.8735632183908,29.29659173314,31.0791366906475,31.7260656883298,31.5540540540541,29.5518207282913,29.5541401273885,30.2298173246906,32.3671497584541,31.9401444788442,30.9304703476483,31.9778188539741,32.0710612435718,30.9798270893372,32.44798583444,33.0179754020814,33.8820301783265,32.7086882453152,34.4396551724138,31.5458579881657,32.0200849748938,29.6224211755547,30.391768895924,30.015923566879,31.566265060241,32.476370510397,33.9402767662054,36.2886597938144,37.4733096085409,37.1878207321245,36.067751577549,37.1744791666667,39.4096659098281,39.270732494353,39.4194756554307,40.2390438247012,40.4355503237198,40.725921691912,40.1063829787234,39.7953964194373,38.4031349497918,39.5949720670391,38.9020912547529,36.9311412913986,35.6300141576215,35.2169981916817,33.7535943375359,33.4983127109111,33.1743869209809,33.1306990881459,34.2995169082126,34.3270868824532,36.4247688428131,33.711130485324,33.7271116361488,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,47.1314451706609,48.3714483714484,47.6038338658147,48.7357774968394,48.750761730652,49.2718446601942,51.668584579977,51.5608180839613,52.2631578947368,52.5198938992042,52.6476578411405,54.0850453893932,54.9586776859504,56.9916188795765,58.9469354175237,56.6616766467066,56.9851672990686,58.3577712609971,59.7809076682316,60.2255409935995,60.3541416566627,64.3319268635724,62.4487704918033,62.2700119474313,60.9092935145977,61.4452709883103,63.2209585702681,65.463394848915,65.3846153846154,65.6939631588547,66.4647184604419,67.9831223628692,67.3061157566814,66.9772764427007,68.7531893179112,68.9032258064516,68.9542483660131,67.3956879168606,64.3170426065163,64.3723513079059,68.2222222222222,69.1754814212097,71.5637008572273,67.9857783274076,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Italy,ITA,15.7836085502989,20.0369913686806,21.8683328253581,19.4337548103353,23.4670704012112,23.2886297376093,24.4954618259477,26.3104741752429,26.2548432546671,27.0060221354167,25.4615636721168,26.1838921534739,26.37796560389,28.1711184290767,29.4497600434638,29.1884899350035,31.0048266783677,30.7185610731795,31.9118734289516,32.0548332391181,33.8944879229773,34.4996096347917,34.879629358121,34.6447794926696,33.4893380524761,33.5156318544731,34.3386659673048,35.3126120411484,35.3149713662394,36.0615672611929,36.8388604896093,35.7930252923299,35.8316913823499,35.2354078486701,36.323272900259,37.4058556536486,36.5214551301377,36.7957922026124,36.7928881980034,35.2945402298851,36.3636363636364,35.5139741941627,37.1961785229242,36.9420169388718,39.1905557509673,38.9428239573974,40.0080167460918,40.6511986223773,40.4697485655642,38.4061937905685,39.0645334149889,39.5744902476498,39.279284194446,36.3264580369844,35.5603515686091,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,30.1989150090416,32.0723684210526,27.1712158808933,29.8245614035088,17.1812080536913,21.2903225806452,19.4444444444444,18,18.8571428571429,19.5718654434251,19.7852760736196,25.3141831238779,26.7631103074141,26.0536398467433,28.9079229122056,28.2805429864253,31.9829424307036,33.4702258726899,28.0952380952381,27.9005524861878,27.1844660194175,45.6962025316456,58.7144622991347,49.6932515337423,62.3067776456599,57.5826681870011,58.4821428571428,57.6109936575053,56.4681724845996,56.2819203268642,56.5749235474006,56.7703109327984,57.7821011673152,44,41.7315175097276,31.2606473594549,31.6595744680851,28.5567010309278,38,41.1255411255411,40.0820793433653,40.4657933042213,36.2021857923497,35.4253835425384,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Japan,JPN,32.6683877024173,33.0428059323821,34.6147478560313,34.5659928656362,34.5820713109092,35.0753971250913,34.407557831538,34.7109777500991,34.9291578619185,35.1184081107664,38.0007725416621,37.7201396104761,37.6207989854153,39.6467769792189,39.3455949598618,39.6044964981461,39.5561998470442,41.646405772967,41.4892666473072,41.0129810679136,39.8871562690323,40.1098966026588,39.3447821632434,39.6587634109128,40.5699651387118,39.6789282208235,39.47477827051,39.3401219190191,40.0158021738666,40.3100694804521,42.6196425139343,42.6464810999856,42.9700246632518,41.8433681956368,43.9641712548278,42.6484793225786,42.5928900310526,42.6392477749067,43.294345183275,43.8919773369092,44.4288668465879,44.0726526714182,45.4142530781275,46.7993366500829,46.4895295773447,46.9095756875865,46.5096271314762,49.8342230032161,50.0089237908264,48.7197388531426,49.7094853483478,51.7105308307312,53.6171937690787,53.8549121665582,53.0964219311308,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,23.7037037037037,26.6666666666667,25,25.6830601092896,24.1860465116279,26.8939393939394,28.2142857142857,26.1904761904762,25.4335260115607,29.0023201856148,34.7908745247148,29.2153589315526,30.9341500765697,38.2768361581921,38.0187416331995,38.1067961165048,42.3963133640553,40.0713436385256,40.0705052878966,38.3870967741935,41.9078242229368,42.3398328690808,43.0275229357798,42.0277296360485,42.7406199021207,44.0316205533597,43.202416918429,44.9053857350801,43.75,41.025641025641,41.5384615384615,44.2687747035573,40.9606404269513,40.1425178147268,39.0392048591938,41.5135135135135,43.1971029487843,48.0965147453083,46.6014418125644,48.4110169491525,50.5770195684897,49.9122036874451,52.0035618878005,52.4263790958109,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.5710672736469,46.3324538258575,44.3480328063711,47.354790972993,54.0886648837688,46.9739619985925,48.8870902468636,47.4287533832192,47.6843910806175,50.7075064710958,63.7410714285714,61.7447821310875,71.5480471690223,69.2410416202983,66.3069462468411,63.1971444961438,68.6173596252819,61.5577755221967,53.1141417651147,55.9003453379378,55.9229273146682,53.8946382181338,56.0706496172433,57.0855400417268,63.2661272296482,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,13.9318885448916,14.4970414201183,14.6892655367232,14.4886363636364,14.7398843930636,18.3879093198992,14.1826923076923,13.7349397590361,12.1951219512195,15.0341685649203,11.8881118881119,11.3022113022113,7.46666666666667,6.95067264573991,5.22875816993464,10.9404990403071,10.5166051660517,9.29368029739777,9.15492957746479,7.60869565217391,7.72128060263654,8.42696629213483,9.09090909090909,10.4364326375712,8.55148342059337,9.14927768860353,10.1160862354892,17.0212765957447,20.5797101449275,28.2216494845361,22.316384180791,16.5446559297218,15.8703071672355,21.4285714285714,22.8609625668449,22.5118483412322,22.4343675417661,27.2108843537415,28.2837967401726,20.3389830508475,22.5265017667845,19.3236714975845,21.8803418803419,13.3603238866397,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,11.2106327650968,12.1034241788959,13.1485039802361,13.8171759747102,14.5146927871772,14.1049893591866,14.5235169254832,14.1396035428089,13.7503688403659,13.440014799741,13.5118138532028,13.3161733161733,13.2232769294263,13.2325749658333,13.2272270725489,13.2682773274573,14.0001645142716,14.1306109220548,15.553925165077,13.8406231276213,13.5354629128316,14.1352153012171,12.8299365185433,14.7342700061087,14.8980658651333,16.9696066746126,17.0531849103278,14.5875251509054,16.1637931034483,16.5523156089194,16.664361775688,16.6642536557116,16.5177938465901,16.4932722985157,16.2485065710872,15.9806611786228,16.3110478899953,16.2262006251776,15.9393332379453,15.8504958047292,16.2291169451074,15.8723404255319,16.2357185808779,16.2169312169312,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,18.5115224782773,20.4193254329991,20.7240216913381,22.2036028487641,26.5826042202779,26.8781108924644,26.5084677010445,26.9832402234637,27.3777117875113,28.175519630485,30.3639409167047,32.2686385119683,32.2814836112708,33.216644649934,31.6141049521485,29.1638383215057,27.0642746821908,30.1479783243018,30.4700959881861,27.9832549307324,29.8412325981542,31.9337176837449,32.1475756374686,33.2314837448057,33.7234697877583,34.8597640891219,37.7241190659737,39.0970220941403,37.6412074393502,42.5934076115911,44.6396517680847,43.8666146466849,44.7717197568667,48.7326762830973,49.9486350025136,50.9267032612205,53.2446306966998,54.8354751575673,57.4980574980575,58.6111111111111,60.4104191366204,60.9574634519443,60.439022685169,60.4850213980029,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.0821917808219,78.2407407407407,78.1395348837209,78.3185840707964,79.4160583941606,77.1428571428571,76.4530551415797,76.8465909090909,76.1213720316623,78.1212841854935,78.1859931113662,76.3341067285383,76.7527675276753,77.2563176895307,75.1351351351351,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,43.0506058446187,43.495145631068,43.2,44.3666454487587,46.6225165562914,47.6624165148755,47.929320817228,47.3,48.2623975009762,44.1922058267121,41.4269704893538,42.5272187396899,43.5359456957729,46.9449485783424,46.1077844311377,46.180641950734,44.9698655540102,41.4596866641192,38.6094674556213,74.6043165467626,62.1134020618557,54.5248868778281,56.8551236749117,64.7365196078431,63.9764996907854,66.8256997455471,68.425897514575,67.4819773429454,72.3976608187134,69.8206956146036,72.9390681003584,74.071237073918,70.2884975646309,71.718249733191,68.9372876119864,69.8469311933422,71.832864128019,71.6361604024032,71.9076766131089,69.4816162141094,69.7349042709867,69.5535921878633,69.4887039239001,67.3907992565056,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.215634606939,19.2364170337739,20.3759398496241,15.5102040816327,18.8383045525903,49.3273542600897,44.8462929475588,44.6296296296296,31.6433566433566,37.8787878787879,45.1685393258427,47.0744680851064,34.1772151898734,31.7490494296578,31.9845857418112,42.5357873210634,39.9590163934426,32.3825503355705,32.6676176890157,32.6687116564417,27.8145695364238,24.5492371705964,19.644723092999,18.8063063063063,25.8373205741627,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.477357485349,51.2790697674419,51.1207519884309,45.2299829642249,43.9842209072978,46.0674157303371,48.4269662921348,45.249406175772,45.8281444582815,43.9946018893387,39.6198830409357,36,34.4398340248963,32.7077747989276,29.6791443850267,29.023746701847,27.7708592777086,25.1196172248804,25.8186397984887,27.5766016713092,29.4190358467244,29.700272479564,28.1831187410587,30.1013024602026,26.6369047619048,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,18.5589519650655,20.8835341365462,30.0469483568075,26.9645608628659,26.2697022767075,29.9047619047619,38.8286334056399,32.0689655172414,29.2063492063492,47.5187969924812,46.129541864139,57.0512820512821,47.2061657032755,43.4862385321101,44.9319213313162,48.1586402266289,45.7814661134163,52.8336380255941,50.8166969147005,50.8166969147005,45.6115107913669,37.9710144927536,31.5841584158416,31.8592057761733,28.3033620015637,37.3403456048084,38.9363099146422,53.5978480161399,51.7571884984025,51.3938527519657,50.2310231023102,56.3576158940397,56.7441860465116,49.0454246214615,50.8298755186722,60.2489019033675,67.0274771024147,61.001902346227,51.7384535547483,61.8131868131868,63.1891891891892,57.4285714285714,62.6937984496124,57.2194903889137,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,55.1075268817204,52.037037037037,51.3840830449827,48.9675516224189,50.5190311418685,47.0715835140998,49.2970946579194,45.9731543624161,44.7819314641745,56.0295790671217,52.0374449339207,53.1472081218274,57.1709233791749,57.8800557880056,58.3333333333333,61.9521012200633,60.8179419525066,65.0958466453674,65.521105715353,62.9500580720093,61.5744349181606,59.7796143250689,58.5174092100337,58.2262210796915,56.8913175470553,55.8407845399481,55.4590211410368,57.1428571428571,52.506519849319,54.4613710554951,54.3144520910535,56.2421502135142,57.528306432185,56.3782126856873,56.6775244299674,58.3532790808999,58.6384734399175,55.3677695786718,52.7888446215139,50.5098855359001,53.3895839394821,54.3296405154872,53.8078439510272,53.1941544885178,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.409189692642,42.8821470245041,44.9531737773153,47.6252439817827,50.3811503811504,47.728965003723,51.0424155283968,49.0036900369004,52.4142757172848,50.7563025210084,49.5107632093933,50.7819687212511,48.6733760292772,47.8499542543458,46.6262975778547,46.4547677261614,42.258064516129,37.9090183559457,39.4060995184591,43.4397163120567,44.4626743232158,39.9118942731278,39.524647887324,36.3466915191053,30.9408341416101,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Luxembourg,LUX,29.9519487453283,28.8806758183738,27.5599128540305,27.9041180086048,27.6583381754794,24.455077086656,25.4587155963303,24.1537578886976,22.979659153381,21.7324449000513,21.8891402714932,21.0942249240122,20.8074534161491,20.2524383247275,18.2614133833646,16.8106834249804,13.4996331621423,13.6785162287481,13.7102473498233,14.7924528301887,15.3536977491961,14.2450142450142,11.144883485309,10.4008667388949,11.980198019802,12.1006776379477,13.4865134865135,13.3757961783439,14.387031408308,15.0517403574788,16.1080074487896,16.4737310774711,16.0403299725023,15.7894736842105,13.468992248062,11.0705596107056,8.79518072289157,5.76923076923077,2.24719101123596,2.41610738255034,2.85359801488834,4.7180667433832,12.2863247863248,11.7886178861789,12.1994657168299,11.7595818815331,12.577502214349,11.8802619270346,10.3578154425612,12.3138033763654,12.018779342723,10.3710751665081,10.7558139534884,7.67656090071648,8.32432432432432,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,16.5754495699765,20.571882446386,22.8110599078341,22.3243598161523,25.1079580505861,27.4220963172805,31.1428571428571,35.6995884773662,34.820607175713,34.233853946813,32.2682445759369,34.6762048192771,35.0084889643463,35.8427714856762,38.7841945288754,36.838849365914,35.2801660243107,36.2030286034773,35.5162523900574,38.2738455333737,44.151510095111,41.4944356120827,44.0064954236788,43.0724955461148,43.6345356290059,42.0948399163824,43.1993420376272,45.931006244242,45.7580887885628,45.8054420585934,45.5443900008305,45.6076539890883,46.0153660741187,46.4105363723216,48.3794364931647,49.2118439760153,48.4720817885631,51.1115782834919,54.1261707015374,56.0975609756098,57.703959051499,56.413578647318,54.4249904324531,54.0359151097406,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,53.8461538461538,63.855421686747,54.4303797468354,54.7945205479452,56.9230769230769,58.1081081081081,58.974358974359,65.2173913043478,67.4157303370787,64.6464646464647,68.141592920354,70.5426356589147,62.8865979381443,70.6766917293233,82.7586206896552,72.192513368984,72.4489795918367,74.7663551401869,76.7241379310345,76.6233766233766,72.8506787330317,70.9677419354839,75.0889679715302,72.1115537848606,66.3865546218487,70.2586206896552,64.7773279352227,68.3544303797468,70.1244813278008,74.6478873239437,79.5180722891566,83.6206896551724,81.992337164751,78.4615384615385,86.0294117647059,84.1698841698842,85.4545454545455,76.7441860465116,75.3036437246964,72.3735408560311,73.9299610894942,74.8148148148148,69.1983122362869,68.3760683760684,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,19.2307692307692,17.2413793103448,18.1818181818182,25,26.1904761904762,26.530612244898,28.5714285714286,30,31.1475409836066,29.8245614035088,32.7586206896552,30.188679245283,34.4262295081967,32.3076923076923,32.7868852459016,30.2631578947368,27.1604938271605,33.3333333333333,33.6633663366337,37.9310344827586,38.4,37.1212121212121,36.0544217687075,39.7350993377483,40.6451612903226,42.8571428571429,43.2098765432099,46.927374301676,46.3636363636364,47.7366255144033,49.609375,49.4252873563218,50.1818181818182,50.5415162454874,53.0405405405405,56.0606060606061,58.7020648967552,58.5014409221902,59.0643274853801,60.3825136612022,60.4395604395604,60.5898123324397,61.3577023498694,61.3636363636364,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,25.3094323516859,27.5794023679759,29.8214285714286,29.6842105263158,26.5313707998811,26.1160099200882,28.8474004926747,28.8216279753159,28.5411111715732,30.574431679296,28.7269910698014,30.6252713851498,30.7726683648389,32.5495102903741,33.1715613074498,36.5622784704558,35.9021651964715,36.9667673716012,36.7394457592183,36.6800327013664,38.738411197964,38.6873920552677,39.9789842381786,42.1678954857069,41.8417799752781,41.7684127609295,43.795484810009,45.9711521751723,45.4688942493821,46.8077415049219,47.8500887705282,47.4402173913044,48.0003116397445,46.3490774345829,46.2463778703095,44.3892563734375,44.5085232536594,42.6013325930039,45.3278862729355,44.0506907181185,44.6772988884495,46.0077790402937,44.6497511771663,44.0661839784647,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.7575360419397,51.5250101667344,66.1290322580645,61.7058823529412,58.4359160028964,52.1446593776283,58.5700293829579,55.3168635875403,58.8374851720047,61.0644257703081,62.2324159021407,63.1578947368421,57.7586206896552,55.8510638297872,49.3991989319092,49.0909090909091,50.5992010652463,50.3392130257802,50.8867667121419,52.1320495185695,47.515923566879,45.1282051282051,46.6579292267366,41.6417910447761,45.1034482758621,..,..,..,..,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
